session_id,task_id,agent_type,trial,total_ms,llm_ms,tool_ms,overhead_ms,iterations,tokens,completed,termination,tool_accurate,arg_score,arg_applicable,false_finish,ref_score,ref_applicable,tools,expected,parse_fail,tool_fail,error
qwen25_15b_base_v2_62_search_kw_llm_regex_2,search_kw_llm,regex,2,4229,4224,0,5,6,8018,False,FORCE_STOP,False,0.6666666666666666,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers",search_arxiv_papers,0,3,
qwen25_15b_base_v2_62_state_cache_before_dl_regex_0,state_cache_before_dl,regex,0,1063,1061,0,2,2,2964,True,FINISH,False,0.5,True,True,1.0,False,get_paper_cache_status,"get_paper_cache_status,download_arxiv_pdf",0,0,
qwen25_15b_base_v2_62_state_cache_before_dl_regex_1,state_cache_before_dl,regex,1,1072,1070,0,2,2,2964,True,FINISH,False,0.5,True,True,1.0,False,get_paper_cache_status,"get_paper_cache_status,download_arxiv_pdf",0,0,
qwen25_15b_base_v2_62_state_cache_before_dl_regex_2,state_cache_before_dl,regex,2,1052,1051,0,1,2,2964,True,FINISH,False,0.5,True,True,1.0,False,get_paper_cache_status,"get_paper_cache_status,download_arxiv_pdf",0,0,
qwen25_15b_base_v2_62_state_ref_last_active_regex_0,state_ref_last_active,regex,0,2032,2030,0,2,3,5032,True,FINISH,False,0.0,True,False,1.0,False,"get_paper_cache_status,translate_arxiv_pdf",translate_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_ref_last_active_regex_1,state_ref_last_active,regex,1,2119,2117,0,2,3,5049,True,FINISH,False,0.0,True,False,1.0,False,"get_paper_cache_status,translate_arxiv_pdf",translate_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_ref_last_active_regex_2,state_ref_last_active,regex,2,2003,2002,0,1,3,5032,True,FINISH,False,0.0,True,False,1.0,False,"get_paper_cache_status,translate_arxiv_pdf",translate_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_ref_last_of_10_regex_0,state_ref_last_of_10,regex,0,1141,1139,0,2,2,3286,True,FINISH,True,1.0,True,False,1.0,False,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_ref_last_of_10_regex_1,state_ref_last_of_10,regex,1,1172,1171,0,1,2,3294,True,FINISH,True,1.0,True,False,1.0,False,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_ref_last_of_10_regex_2,state_ref_last_of_10,regex,2,1114,1112,0,2,2,3286,True,FINISH,True,1.0,True,False,1.0,False,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_ref_ordinal_cn_regex_0,state_ref_ordinal_cn,regex,0,1893,1890,0,3,3,4734,True,FINISH,False,0.0,True,False,1.0,False,"get_paper_cache_status,download_arxiv_pdf",download_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_ref_ordinal_cn_regex_1,state_ref_ordinal_cn,regex,1,1913,1910,0,3,3,4734,True,FINISH,False,0.0,True,False,1.0,False,"get_paper_cache_status,download_arxiv_pdf",download_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_ref_ordinal_cn_regex_2,state_ref_ordinal_cn,regex,2,1068,1065,0,3,2,2951,True,FINISH,False,0.0,True,True,1.0,False,get_paper_cache_status,download_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_translate_active_regex_0,state_translate_active,regex,0,1087,1086,0,1,2,3109,True,FINISH,False,0.0,True,True,1.0,False,get_paper_cache_status,translate_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_translate_active_regex_1,state_translate_active,regex,1,1087,1085,0,2,2,3109,True,FINISH,False,0.0,True,True,1.0,False,get_paper_cache_status,translate_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_state_translate_active_regex_2,state_translate_active,regex,2,1058,1057,0,1,2,3109,True,FINISH,False,0.0,True,True,1.0,False,get_paper_cache_status,translate_arxiv_pdf,0,0,
